transaction_id,gl_account,amount,period,scenario,entity,business_unit,date,counterparty,labels
budget-6300-P03-1,6300,-8000.00,3,budget,FIRM,CONSULTING,2026-03-15,Project costs,
budget-7000-P03-1,7000,-18000.00,3,budget,FIRM,CONSULTING,2026-03-15,Admin payroll,
budget-7100-P03-1,7100,-3000.00,3,budget,FIRM,CONSULTING,2026-03-15,Counsel LLP,
budget-7200-P03-1,7200,-6000.00,3,budget,FIRM,CONSULTING,2026-03-15,CloudCo,
budget-7300-P03-1,7300,-12000.00,3,budget,FIRM,CONSULTING,2026-03-15,Landlord SA,
budget-8000-P03-1,8000,-5000.00,3,budget,FIRM,CONSULTING,2026-03-15,Depreciation,
budget-8100-P03-1,8100,-1500.00,3,budget,FIRM,CONSULTING,2026-03-15,Bank,
budget-8200-P03-1,8200,-8000.00,3,budget,FIRM,CONSULTING,2026-03-15,Tax authority,
budget-4000-P04-1,4000,230000.00,4,budget,FIRM,CONSULTING,2026-04-15,Client billings,
budget-4100-P04-1,4100,45000.00,4,budget,FIRM,CONSULTING,2026-04-15,Intercompany,
budget-5000-P04-1,5000,-10000.00,4,budget,FIRM,CONSULTING,2026-04-15,Atlas Digital Ltd,
budget-5100-P04-1,5100,-8000.00,4,budget,FIRM,CONSULTING,2026-04-15,BizDev programs,
budget-5200-P04-1,5200,-7000.00,4,budget,FIRM,CONSULTING,2026-04-15,Sundry travel,
budget-5300-P04-1,5300,-5000.00,4,budget,FIRM,CONSULTING,2026-04-15,MediaBuy Co,
budget-6000-P04-1,6000,-120000.00,4,budget,FIRM,CONSULTING,2026-04-15,Payroll,
budget-6000-P04-2,6000,-6000.00,4,budget,FIRM,CONSULTING,2026-04-15,Planned hire - Senior Consultant,delayed_hire
budget-6000-P04-3,6000,-6000.00,4,budget,FIRM,CONSULTING,2026-04-15,Planned hire - Manager,delayed_hire
budget-6100-P04-1,6100,-15000.00,4,budget,FIRM,CONSULTING,2026-04-15,Office expenses,
budget-6200-P04-1,6200,-25000.00,4,budget,FIRM,CONSULTING,2026-04-15,Partner draws,
budget-6300-P04-1,6300,-8000.00,4,budget,FIRM,CONSULTING,2026-04-15,Project costs,
budget-7000-P04-1,7000,-18000.00,4,budget,FIRM,CONSULTING,2026-04-15,Admin payroll,
budget-7100-P04-1,7100,-3000.00,4,budget,FIRM,CONSULTING,2026-04-15,Counsel LLP,
budget-7200-P04-1,7200,-6000.00,4,budget,FIRM,CONSULTING,2026-04-15,CloudCo,
budget-7300-P04-1,7300,-12000.00,4,budget,FIRM,CONSULTING,2026-04-15,Landlord SA,
budget-8000-P04-1,8000,-5000.00,4,budget,FIRM,CONSULTING,2026-04-15,Depreciation,
budget-8100-P04-1,8100,-1500.00,4,budget,FIRM,CONSULTING,2026-04-15,Bank,
budget-8200-P04-1,8200,-8000.00,4,budget,FIRM,CONSULTING,2026-04-15,Tax authority,
budget-4000-P05-1,4000,230000.00,5,budget,FIRM,CONSULTING,2026-05-15,Client billings,
budget-4100-P05-1,4100,45000.00,5,budget,FIRM,CONSULTING,2026-05-15,Intercompany,
budget-5000-P05-1,5000,-10000.00,5,budget,FIRM,CONSULTING,2026-05-15,Atlas Digital Ltd,
budget-5100-P05-1,5100,-8000.00,5,budget,FIRM,CONSULTING,2026-05-15,BizDev programs,
budget-5200-P05-1,5200,-7000.00,5,budget,FIRM,CONSULTING,2026-05-15,Sundry travel,
budget-5300-P05-1,5300,-5000.00,5,budget,FIRM,CONSULTING,2026-05-15,MediaBuy Co,
budget-6000-P05-1,6000,-120000.00,5,budget,FIRM,CONSULTING,2026-05-15,Payroll,
budget-6000-P05-2,6000,-6000.00,5,budget,FIRM,CONSULTING,2026-05-15,Planned hire - Senior Consultant,delayed_hire
budget-6000-P05-3,6000,-6000.00,5,budget,FIRM,CONSULTING,2026-05-15,Planned hire - Manager,delayed_hire
budget-6100-P05-1,6100,-15000.00,5,budget,FIRM,CONSULTING,2026-05-15,Office expenses,
budget-6200-P05-1,6200,-25000.00,5,budget,FIRM,CONSULTING,2026-05-15,Partner draws,
budget-6300-P05-1,6300,-8000.00,5,budget,FIRM,CONSULTING,2026-05-15,Project costs,
budget-7000-P05-1,7000,-18000.00,5,budget,FIRM,CONSULTING,2026-05-15,Admin payroll,
budget-7100-P05-1,7100,-3000.00,5,budget,FIRM,CONSULTING,2026-05-15,Counsel LLP,
budget-7200-P05-1,7200,-6000.00,5,budget,FIRM,CONSULTING,2026-05-15,CloudCo,
budget-7300-P05-1,7300,-12000.00,5,budget,FIRM,CONSULTING,2026-05-15,Landlord SA,
budget-8000-P05-1,8000,-5000.00,5,budget,FIRM,CONSULTING,2026-05-15,Depreciation,
budget-8100-P05-1,8100,-1500.00,5,budget,FIRM,CONSULTING,2026-05-15,Bank,
budget-8200-P05-1,8200,-8000.00,5,budget,FIRM,CONSULTING,2026-05-15,Tax authority,
budget-4000-P06-1,4000,230000.00,6,budget,FIRM,CONSULTING,2026-06-15,Client billings,
budget-4100-P06-1,4100,45000.00,6,budget,FIRM,CONSULTING,2026-06-15,Intercompany,
budget-5000-P06-1,5000,-10000.00,6,budget,FIRM,CONSULTING,2026-06-15,Atlas Digital Ltd,
budget-5100-P06-1,5100,-8000.00,6,budget,FIRM,CONSULTING,2026-06-15,BizDev programs,
budget-5200-P06-1,5200,-7000.00,6,budget,FIRM,CONSULTING,2026-06-15,Sundry travel,
budget-5300-P06-1,5300,-5000.00,6,budget,FIRM,CONSULTING,2026-06-15,MediaBuy Co,
budget-6000-P06-1,6000,-120000.00,6,budget,FIRM,CONSULTING,2026-06-15,Payroll,
budget-6000-P06-2,6000,-6000.00,6,budget,FIRM,CONSULTING,2026-06-15,Planned hire - Senior Consultant,delayed_hire
budget-6000-P06-3,6000,-6000.00,6,budget,FIRM,CONSULTING,2026-06-15,Planned hire - Manager,delayed_hire
budget-6100-P06-1,6100,-15000.00,6,budget,FIRM,CONSULTING,2026-06-15,Office expenses,
budget-6200-P06-1,6200,-25000.00,6,budget,FIRM,CONSULTING,2026-06-15,Partner draws,
budget-6300-P06-1,6300,-8000.00,6,budget,FIRM,CONSULTING,2026-06-15,Project costs,
budget-7000-P06-1,7000,-18000.00,6,budget,FIRM,CONSULTING,2026-06-15,Admin payroll,
budget-7100-P06-1,7100,-3000.00,6,budget,FIRM,CONSULTING,2026-06-15,Counsel LLP,
budget-7200-P06-1,7200,-6000.00,6,budget,FIRM,CONSULTING,2026-06-15,CloudCo,
budget-7300-P06-1,7300,-12000.00,6,budget,FIRM,CONSULTING,2026-06-15,Landlord SA,
budget-8000-P06-1,8000,-5000.00,6,budget,FIRM,CONSULTING,2026-06-15,Depreciation,
budget-8100-P06-1,8100,-1500.00,6,budget,FIRM,CONSULTING,2026-06-15,Bank,
budget-8200-P06-1,8200,-8000.00,6,budget,FIRM,CONSULTING,2026-06-15,Tax authority,
budget-4000-P07-1,4000,230000.00,7,budget,FIRM,CONSULTING,2026-07-15,Client billings,
budget-4100-P07-1,4100,45000.00,7,budget,FIRM,CONSULTING,2026-07-15,Intercompany,
budget-5000-P07-1,5000,-10000.00,7,budget,FIRM,CONSULTING,2026-07-15,Atlas Digital Ltd,
budget-5100-P07-1,5100,-8000.00,7,budget,FIRM,CONSULTING,2026-07-15,BizDev programs,
budget-5200-P07-1,5200,-7000.00,7,budget,FIRM,CONSULTING,2026-07-15,Sundry travel,
budget-5300-P07-1,5300,-5000.00,7,budget,FIRM,CONSULTING,2026-07-15,MediaBuy Co,
budget-6000-P07-1,6000,-120000.00,7,budget,FIRM,CONSULTING,2026-07-15,Payroll,
budget-6000-P07-2,6000,-6000.00,7,budget,FIRM,CONSULTING,2026-07-15,Planned hire - Senior Consultant,delayed_hire
budget-6000-P07-3,6000,-6000.00,7,budget,FIRM,CONSULTING,2026-07-15,Planned hire - Manager,delayed_hire
budget-6100-P07-1,6100,-15000.00,7,budget,FIRM,CONSULTING,2026-07-15,Office expenses,
budget-6200-P07-1,6200,-25000.00,7,budget,FIRM,CONSULTING,2026-07-15,Partner draws,
budget-6300-P07-1,6300,-8000.00,7,budget,FIRM,CONSULTING,2026-07-15,Project costs,
budget-7000-P07-1,7000,-18000.00,7,budget,FIRM,CONSULTING,2026-07-15,Admin payroll,
budget-7100-P07-1,7100,-3000.00,7,budget,FIRM,CONSULTING,2026-07-15,Counsel LLP,
budget-7200-P07-1,7200,-6000.00,7,budget,FIRM,CONSULTING,2026-07-15,CloudCo,
budget-7300-P07-1,7300,-12000.00,7,budget,FIRM,CONSULTING,2026-07-15,Landlord SA,
budget-8000-P07-1,8000,-5000.00,7,budget,FIRM,CONSULTING,2026-07-15,Depreciation,
budget-8100-P07-1,8100,-1500.00,7,budget,FIRM,CONSULTING,2026-07-15,Bank,
budget-8200-P07-1,8200,-8000.00,7,budget,FIRM,CONSULTING,2026-07-15,Tax authority,
budget-4000-P08-1,4000,230000.00,8,budget,FIRM,CONSULTING,2026-08-15,Client billings,
budget-4100-P08-1,4100,45000.00,8,budget,FIRM,CONSULTING,2026-08-15,Intercompany,
budget-5000-P08-1,5000,-10000.00,8,budget,FIRM,CONSULTING,2026-08-15,Atlas Digital Ltd,
budget-5100-P08-1,5100,-8000.00,8,budget,FIRM,CONSULTING,2026-08-15,BizDev programs,
budget-5200-P08-1,5200,-7000.00,8,budget,FIRM,CONSULTING,2026-08-15,Sundry travel,
budget-5300-P08-1,5300,-5000.00,8,budget,FIRM,CONSULTING,2026-08-15,MediaBuy Co,
budget-6000-P08-1,6000,-120000.00,8,budget,FIRM,CONSULTING,2026-08-15,Payroll,
budget-6000-P08-2,6000,-6000.00,8,budget,FIRM,CONSULTING,2026-08-15,Planned hire - Senior Consultant,delayed_hire
budget-6000-P08-3,6000,-6000.00,8,budget,FIRM,CONSULTING,2026-08-15,Planned hire - Manager,delayed_hire
budget-6100-P08-1,6100,-15000.00,8,budget,FIRM,CONSULTING,2026-08-15,Office expenses,
budget-6200-P08-1,6200,-25000.00,8,budget,FIRM,CONSULTING,2026-08-15,Partner draws,
budget-6300-P08-1,6300,-8000.00,8,budget,FIRM,CONSULTING,2026-08-15,Project costs,
budget-7000-P08-1,7000,-18000.00,8,budget,FIRM,CONSULTING,2026-08-15,Admin payroll,
budget-7100-P08-1,7100,-3000.00,8,budget,FIRM,CONSULTING,2026-08-15,Counsel LLP,
budget-7200-P08-1,7200,-6000.00,8,budget,FIRM,CONSULTING,2026-08-15,CloudCo,
budget-7300-P08-1,7300,-12000.00,8,budget,FIRM,CONSULTING,2026-08-15,Landlord SA,
budget-8000-P08-1,8000,-5000.00,8,budget,FIRM,CONSULTING,2026-08-15,Depreciation,
budget-8100-P08-1,8100,-1500.00,8,budget,FIRM,CONSULTING,2026-08-15,Bank,
budget-8200-P08-1,8200,-8000.00,8,budget,FIRM,CONSULTING,2026-08-15,Tax authority,
budget-4000-P09-1,4000,230000.00,9,budget,FIRM,CONSULTING,2026-09-15,Client billings,
budget-4100-P09-1,4100,45000.00,9,budget,FIRM,CONSULTING,2026-09-15,Intercompany,
budget-5000-P09-1,5000,-10000.00,9,budget,FIRM,CONSULTING,2026-09-15,Atlas Digital Ltd,
budget-5100-P09-1,5100,-8000.00,9,budget,FIRM,CONSULTING,2026-09-15,BizDev programs,
budget-5200-P09-1,5200,-7000.00,9,budget,FIRM,CONSULTING,2026-09-15,Sundry travel,
budget-5300-P09-1,5300,-5000.00,9,budget,FIRM,CONSULTING,2026-09-15,MediaBuy Co,
budget-6000-P09-1,6000,-120000.00,9,budget,FIRM,CONSULTING,2026-09-15,Payroll,
budget-6000-P09-2,6000,-6000.00,9,budget,FIRM,CONSULTING,2026-09-15,Planned hire - Senior Consultant,delayed_hire
budget-6000-P09-3,6000,-6000.00,9,budget,FIRM,CONSULTING,2026-09-15,Planned hire - Manager,delayed_hire
budget-6100-P09-1,6100,-15000.00,9,budget,FIRM,CONSULTING,2026-09-15,Office expenses,
budget-6200-P09-1,6200,-25000.00,9,budget,FIRM,CONSULTING,2026-09-15,Partner draws,
budget-6300-P09-1,6300,-8000.00,9,budget,FIRM,CONSULTING,2026-09-15,Project costs,
budget-7000-P09-1,7000,-18000.00,9,budget,FIRM,CONSULTING,2026-09-15,Admin payroll,
budget-7100-P09-1,7100,-3000.00,9,budget,FIRM,CONSULTING,2026-09-15,Counsel LLP,
budget-7200-P09-1,7200,-6000.00,9,budget,FIRM,CONSULTING,2026-09-15,CloudCo,
budget-7300-P09-1,7300,-12000.00,9,budget,FIRM,CONSULTING,2026-09-15,Landlord SA,
budget-8000-P09-1,8000,-5000.00,9,budget,FIRM,CONSULTING,2026-09-15,Depreciation,
budget-8100-P09-1,8100,-1500.00,9,budget,FIRM,CONSULTING,2026-09-15,Bank,
budget-8200-P09-1,8200,-8000.00,9,budget,FIRM,CONSULTING,2026-09-15,Tax authority,
budget-4000-P10-1,4000,230000.00,10,budget,FIRM,CONSULTING,2026-10-15,Client billings,
budget-4100-P10-1,4100,45000.00,10,budget,FIRM,CONSULTING,2026-10-15,Intercompany,
budget-5000-P10-1,5000,-10000.00,10,budget,FIRM,CONSULTING,2026-10-15,Atlas Digital Ltd,
budget-5100-P10-1,5100,-8000.00,10,budget,FIRM,CONSULTING,2026-10-15,BizDev programs,
budget-5200-P10-1,5200,-7000.00,10,budget,FIRM,CONSULTING,2026-10-15,Sundry travel,
budget-5300-P10-1,5300,-5000.00,10,budget,FIRM,CONSULTING,2026-10-15,MediaBuy Co,
budget-6000-P10-1,6000,-120000.00,10,budget,FIRM,CONSULTING,2026-10-15,Payroll,
budget-6000-P10-2,6000,-6000.00,10,budget,FIRM,CONSULTING,2026-10-15,Planned hire - Senior Consultant,delayed_hire
budget-6000-P10-3,6000,-6000.00,10,budget,FIRM,CONSULTING,2026-10-15,Planned hire - Manager,delayed_hire
budget-6100-P10-1,6100,-15000.00,10,budget,FIRM,CONSULTING,2026-10-15,Office expenses,
budget-6200-P10-1,6200,-25000.00,10,budget,FIRM,CONSULTING,2026-10-15,Partner draws,
budget-6300-P10-1,6300,-8000.00,10,budget,FIRM,CONSULTING,2026-10-15,Project costs,
budget-7000-P10-1,7000,-18000.00,10,budget,FIRM,CONSULTING,2026-10-15,Admin payroll,
budget-7100-P10-1,7100,-3000.00,10,budget,FIRM,CONSULTING,2026-10-15,Counsel LLP,
budget-7200-P10-1,7200,-6000.00,10,budget,FIRM,CONSULTING,2026-10-15,CloudCo,
budget-7300-P10-1,7300,-12000.00,10,budget,FIRM,CONSULTING,2026-10-15,Landlord SA,
budget-8000-P10-1,8000,-5000.00,10,budget,FIRM,CONSULTING,2026-10-15,Depreciation,
budget-8100-P10-1,8100,-1500.00,10,budget,FIRM,CONSULTING,2026-10-15,Bank,
budget-8200-P10-1,8200,-8000.00,10,budget,FIRM,CONSULTING,2026-10-15,Tax authority,
budget-4000-P11-1,4000,230000.00,11,budget,FIRM,CONSULTING,2026-11-15,Client billings,
budget-4100-P11-1,4100,45000.00,11,budget,FIRM,CONSULTING,2026-11-15,Intercompany,
budget-5000-P11-1,5000,-10000.00,11,budget,FIRM,CONSULTING,2026-11-15,Atlas Digital Ltd,
budget-5100-P11-1,5100,-8000.00,11,budget,FIRM,CONSULTING,2026-11-15,BizDev programs,
budget-5200-P11-1,5200,-7000.00,11,budget,FIRM,CONSULTING,2026-11-15,Sundry travel,
budget-5300-P11-1,5300,-5000.00,11,budget,FIRM,CONSULTING,2026-11-15,MediaBuy Co,
budget-6000-P11-1,6000,-120000.00,11,budget,FIRM,CONSULTING,2026-11-15,Payroll,
budget-6000-P11-2,6000,-6000.00,11,budget,FIRM,CONSULTING,2026-11-15,Planned hire - Senior Consultant,delayed_hire
budget-6000-P11-3,6000,-6000.00,11,budget,FIRM,CONSULTING,2026-11-15,Planned hire - Manager,delayed_hire
budget-6100-P11-1,6100,-15000.00,11,budget,FIRM,CONSULTING,2026-11-15,Office expenses,
budget-6200-P11-1,6200,-25000.00,11,budget,FIRM,CONSULTING,2026-11-15,Partner draws,
budget-6300-P11-1,6300,-8000.00,11,budget,FIRM,CONSULTING,2026-11-15,Project costs,
budget-7000-P11-1,7000,-18000.00,11,budget,FIRM,CONSULTING,2026-11-15,Admin payroll,
budget-7100-P11-1,7100,-3000.00,11,budget,FIRM,CONSULTING,2026-11-15,Counsel LLP,
budget-7200-P11-1,7200,-6000.00,11,budget,FIRM,CONSULTING,2026-11-15,CloudCo,
budget-7300-P11-1,7300,-12000.00,11,budget,FIRM,CONSULTING,2026-11-15,Landlord SA,
budget-8000-P11-1,8000,-5000.00,11,budget,FIRM,CONSULTING,2026-11-15,Depreciation,
budget-8100-P11-1,8100,-1500.00,11,budget,FIRM,CONSULTING,2026-11-15,Bank,
budget-8200-P11-1,8200,-8000.00,11,budget,FIRM,CONSULTING,2026-11-15,Tax authority,
budget-4000-P12-1,4000,230000.00,12,budget,FIRM,CONSULTING,2026-12-15,Client billings,
budget-4100-P12-1,4100,45000.00,12,budget,FIRM,CONSULTING,2026-12-15,Intercompany,
budget-5000-P12-1,5000,-10000.00,12,budget,FIRM,CONSULTING,2026-12-15,Atlas Digital Ltd,
budget-5100-P12-1,5100,-8000.00,12,budget,FIRM,CONSULTING,2026-12-15,BizDev programs,
budget-5200-P12-1,5200,-7000.00,12,budget,FIRM,CONSULTING,2026-12-15,Sundry travel,
budget-5300-P12-1,5300,-5000.00,12,budget,FIRM,CONSULTING,2026-12-15,MediaBuy Co,
budget-6000-P12-1,6000,-120000.00,12,budget,FIRM,CONSULTING,2026-12-15,Payroll,
budget-6000-P12-2,6000,-6000.00,12,budget,FIRM,CONSULTING,2026-12-15,Planned hire - Senior Consultant,delayed_hire
budget-6000-P12-3,6000,-6000.00,12,budget,FIRM,CONSULTING,2026-12-15,Planned hire - Manager,delayed_hire
budget-6100-P12-1,6100,-15000.00,12,budget,FIRM,CONSULTING,2026-12-15,Office expenses,
budget-6200-P12-1,6200,-25000.00,12,budget,FIRM,CONSULTING,2026-12-15,Partner draws,
budget-6300-P12-1,6300,-8000.00,12,budget,FIRM,CONSULTING,2026-12-15,Project costs,
budget-7000-P12-1,7000,-18000.00,12,budget,FIRM,CONSULTING,2026-12-15,Admin payroll,
budget-7100-P12-1,7100,-3000.00,12,budget,FIRM,CONSULTING,2026-12-15,Counsel LLP,
budget-7200-P12-1,7200,-6000.00,12,budget,FIRM,CONSULTING,2026-12-15,CloudCo,
budget-7300-P12-1,7300,-12000.00,12,budget,FIRM,CONSULTING,2026-12-15,Landlord SA,
budget-8000-P12-1,8000,-5000.00,12,budget,FIRM,CONSULTING,2026-12-15,Depreciation,
budget-8100-P12-1,8100,-1500.00,12,budget,FIRM,CONSULTING,2026-12-15,Bank,
budget-8200-P12-1,8200,-8000.00,12,budget,FIRM,CONSULTING,2026-12-15,Tax authority,
current_year-4000-P01-1,4000,230000.00,1,current_year,FIRM,CONSULTING,2026-01-15,Client billings,
current_year-4100-P01-1,4100,45000.00,1,current_year,FIRM,CONSULTING,2026-01-15,Intercompany,
current_year-5000-P01-1,5000,-10000.00,1,current_year,FIRM,CONSULTING,2026-01-15,Atlas Digital Ltd,
current_year-5100-P01-1,5100,-8000.00,1,current_year,FIRM,CONSULTING,2026-01-15,BizDev programs,
current_year-5200-P01-1,5200,-7000.00,1,current_year,FIRM,CONSULTING,2026-01-15,Sundry travel,
current_year-5300-P01-1,5300,-5000.00,1,current_year,FIRM,CONSULTING,2026-01-15,MediaBuy Co,
current_year-6000-P01-1,6000,-120000.00,1,current_year,FIRM,CONSULTING,2026-01-15,Payroll,
current_year-6100-P01-1,6100,-15000.00,1,current_year,FIRM,CONSULTING,2026-01-15,Office expenses,
current_year-6200-P01-1,6200,-25000.00,1,current_year,FIRM,CONSULTING,2026-01-15,Partner draws,
current_year-6300-P01-1,6300,-8000.00,1,current_year,FIRM,CONSULTING,2026-01-15,Project costs,
current_year-7000-P01-1,7000,-18000.00,1,current_year,FIRM,CONSULTING,2026-01-15,Admin payroll,
current_year-7100-P01-1,7100,-3000.00,1,current_year,FIRM,CONSULTING,2026-01-15,Counsel LLP,
current_year-7200-P01-1,7200,-6000.00,1,current_year,FIRM,CONSULTING,2026-01-15,CloudCo,
current_year-7300-P01-1,7300,-12000.00,1,current_year,FIRM,CONSULTING,2026-01-15,Landlord SA,
current_year-8000-P01-1,8000,-5000.00,1,current_year,FIRM,CONSULTING,2026-01-15,Depreciation,
current_year-8100-P01-1,8100,-1500.00,1,current_year,FIRM,CONSULTING,2026-01-15,Bank,
current_year-8200-P01-1,8200,-8000.00,1,current_year,FIRM,CONSULTING,2026-01-15,Tax authority,
current_year-4000-P02-1,4000,230000.00,2,current_year,FIRM,CONSULTING,2026-02-15,Client billings,
current_year-4100-P02-1,4100,45000.00,2,current_year,FIRM,CONSULTING,2026-02-15,Intercompany,
current_year-5000-P02-1,5000,-10000.00,2,current_year,FIRM,CONSULTING,2026-02-15,Atlas Digital Ltd,
current_year-5100-P02-1,5100,-8000.00,2,current_year,FIRM,CONSULTING,2026-02-15,BizDev programs,
current_year-5200-P02-1,5200,-7000.00,2,current_year,FIRM,CONSULTING,2026-02-15,Sundry travel,
current_year-5300-P02-1,5300,-5000.00,2,current_year,FIRM,CONSULTING,2026-02-15,MediaBuy Co,
current_year-6000-P02-1,6000,-120000.00,2,current_year,FIRM,CONSULTING,2026-02-15,Payroll,
current_year-6100-P02-1,6100,-15000.00,2,current_year,FIRM,CONSULTING,2026-02-15,Office expenses,
current_year-6200-P02-1,6200,-25000.00,2,current_year,FIRM,CONSULTING,2026-02-15,Partner draws,
current_year-6300-P02-1,6300,-8000.00,2,current_year,FIRM,CONSULTING,2026-02-15,Project costs,
current_year-7000-P02-1,7000,-18000.00,2,current_year,FIRM,CONSULTING,2026-02-15,Admin payroll,
current_year-7100-P02-1,7100,-3000.00,2,current_year,FIRM,CONSULTING,2026-02-15,Counsel LLP,
current_year-7200-P02-1,7200,-6000.00,2,current_year,FIRM,CONSULTING,2026-02-15,CloudCo,
current_year-7300-P02-1,7300,-12000.00,2,current_year,FIRM,CONSULTING,2026-02-15,Landlord SA,
current_year-8000-P02-1,8000,-5000.00,2,current_year,FIRM,CONSULTING,2026-02-15,Depreciation,
current_year-8100-P02-1,8100,-1500.00,2,current_year,FIRM,CONSULTING,2026-02-15,Bank,
current_year-8200-P02-1,8200,-8000.00,2,current_year,FIRM,CONSULTING,2026-02-15,Tax authority,
current_year-4000-P03-1,4000,230000.00,3,current_year,FIRM,CONSULTING,2026-03-15,Client billings,
current_year-4100-P03-1,4100,45000.00,3,current_year,FIRM,CONSULTING,2026-03-15,Intercompany,
current_year-5000-P03-1,5000,-10000.00,3,current_year,FIRM,CONSULTING,2026-03-15,Atlas Digital Ltd,
current_year-5100-P03-1,5100,-8000.00,3,current_year,FIRM,CONSULTING,2026-03-15,BizDev programs,
current_year-5200-P03-1,5200,-7000.00,3,current_year,FIRM,CONSULTING,2026-03-15,Sundry travel,
current_year-5300-P03-1,5300,-5000.00,3,current_year,FIRM,CONSULTING,2026-03-15,MediaBuy Co,
current_year-6000-P03-1,6000,-120000.00,3,current_year,FIRM,CONSULTING,2026-03-15,Payroll,
current_year-6100-P03-1,6100,-15000.00,3,current_year,FIRM,CONSULTING,2026-03-15,Office expenses,
current_year-6200-P03-1,6200,-25000.00,3,current_year,FIRM,CONSULTING,2026-03-15,Partner draws,
current_year-6300-P03-1,6300,-8000.00,3,current_year,FIRM,CONSULTING,2026-03-15,Project costs,
current_year-7000-P03-1,7000,-18000.00,3,current_year,FIRM,CONSULTING,2026-03-15,Admin payroll,
current_year-7100-P03-1,7100,-3000.00,3,current_year,FIRM,CONSULTING,2026-03-15,Counsel LLP,
current_year-7200-P03-1,7200,-6000.00,3,current_year,FIRM,CONSULTING,2026-03-15,CloudCo,
current_year-7300-P03-1,7300,-12000.00,3,current_year,FIRM,CONSULTING,2026-03-15,Landlord SA,
current_year-8000-P03-1,8000,-5000.00,3,current_year,FIRM,CONSULTING,2026-03-15,Depreciation,
current_year-8100-P03-1,8100,-1500.00,3,current_year,FIRM,CONSULTING,2026-03-15,Bank,
current_year-8200-P03-1,8200,-8000.00,3,current_year,FIRM,CONSULTING,2026-03-15,Tax authority,
current_year-4000-P04-1,4000,230000.00,4,current_year,FIRM,CONSULTING,2026-04-15,Client billings,
current_year-4100-P04-1,4100,45000.00,4,current_year,FIRM,CONSULTING,2026-04-15,Intercompany,
current_year-5000-P04-1,5000,-10000.00,4,current_year,FIRM,CONSULTING,2026-04-15,Atlas Digital Ltd,
current_year-5100-P04-1,5100,-8000.00,4,current_year,FIRM,CONSULTING,2026-04-15,BizDev programs,
current_year-5200-P04-1,5200,-7000.00,4,current_year,FIRM,CONSULTING,2026-04-15,Sundry travel,
current_year-5300-P04-1,5300,-5000.00,4,current_year,FIRM,CONSULTING,2026-04-15,MediaBuy Co,
current_year-6000-P04-1,6000,-120000.00,4,current_year,FIRM,CONSULTING,2026-04-15,Payroll,
current_year-6100-P04-1,6100,-15000.00,4,current_year,FIRM,CONSULTING,2026-04-15,Office expenses,
current_year-6200-P04-1,6200,-25000.00,4,current_year,FIRM,CONSULTING,2026-04-15,Partner draws,
current_year-6300-P04-1,6300,-8000.00,4,current_year,FIRM,CONSULTING,2026-04-15,Project costs,
current_year-7000-P04-1,7000,-18000.00,4,current_year,FIRM,CONSULTING,2026-04-15,Admin payroll,
current_year-7100-P04-1,7100,-3000.00,4,current_year,FIRM,CONSULTING,2026-04-15,Counsel LLP,
current_year-7200-P04-1,7200,-6000.00,4,current_year,FIRM,CONSULTING,2026-04-15,CloudCo,
current_year-7300-P04-1,7300,-12000.00,4,current_year,FIRM,CONSULTING,2026-04-15,Landlord SA,
current_year-8000-P04-1,8000,-5000.00,4,current_year,FIRM,CONSULTING,2026-04-15,Depreciation,
current_year-8100-P04-1,8100,-1500.00,4,current_year,FIRM,CONSULTING,2026-04-15,Bank,
current_year-8200-P04-1,8200,-8000.00,4,current_year,FIRM,CONSULTING,2026-04-15,Tax authority,
current_year-4000-P05-1,4000,230000.00,5,current_year,FIRM,CONSULTING,2026-05-15,Client billings,
current_year-4100-P05-1,4100,45000.00,5,current_year,FIRM,CONSULTING,2026-05-15,Intercompany,
current_year-5000-P05-1,5000,-10000.00,5,current_year,FIRM,CONSULTING,2026-05-15,Atlas Digital Ltd,
current_year-5100-P05-1,5100,-8000.00,5,current_year,FIRM,CONSULTING,2026-05-15,BizDev programs,
current_year-5200-P05-1,5200,-7000.00,5,current_year,FIRM,CONSULTING,2026-05-15,Sundry travel,
current_year-5300-P05-1,5300,-5000.00,5,current_year,FIRM,CONSULTING,2026-05-15,MediaBuy Co,
current_year-6000-P05-1,6000,-120000.00,5,current_year,FIRM,CONSULTING,2026-05-15,Payroll,
current_year-6100-P05-1,6100,-15000.00,5,current_year,FIRM,CONSULTING,2026-05-15,Office expenses,
current_year-6200-P05-1,6200,-25000.00,5,current_year,FIRM,CONSULTING,2026-05-15,Partner draws,
current_year-6300-P05-1,6300,-8000.00,5,current_year,FIRM,CONSULTING,2026-05-15,Project costs,
current_year-7000-P05-1,7000,-18000.00,5,current_year,FIRM,CONSULTING,2026-05-15,Admin payroll,
current_year-7100-P05-1,7100,-3000.00,5,current_year,FIRM,CONSULTING,2026-05-15,Counsel LLP,
current_year-7200-P05-1,7200,-6000.00,5,current_year,FIRM,CONSULTING,2026-05-15,CloudCo,
current_year-7300-P05-1,7300,-12000.00,5,current_year,FIRM,CONSULTING,2026-05-15,Landlord SA,
current_year-8000-P05-1,8000,-5000.00,5,current_year,FIRM,CONSULTING,2026-05-15,Depreciation,
current_year-8100-P05-1,8100,-1500.00,5,current_year,FIRM,CONSULTING,2026-05-15,Bank,
